Domain,Area,Element,Item,Year,Value
"Crops and livestock products","Ghana","Production","Oranges","2012","625000"
"Crops and livestock products","Ghana","Area harvested","Oranges","2013","17000"
"Crops and livestock products","Ghana","Yield","Oranges","2013","39010"
"Crops and livestock products","Ghana","Production","Oranges","2013","663170"
"Crops and livestock products","Ghana","Area harvested","Oranges","2014","17340"
"Crops and livestock products","Ghana","Yield","Oranges","2014","39799.9"
"Crops and livestock products","Ghana","Production","Oranges","2014","690130"
"Crops and livestock products","Ghana","Area harvested","Oranges","2015","17340"
"Crops and livestock products","Ghana","Yield","Oranges","2015","39799.9"
"Crops and livestock products","Ghana","Production","Oranges","2015","690130"
"Crops and livestock products","Ghana","Area harvested","Oranges","2016","17340"
"Crops and livestock products","Ghana","Yield","Oranges","2016","39799.9"
"Crops and livestock products","Ghana","Production","Oranges","2016","690130"
"Crops and livestock products","Ghana","Area harvested","Oranges","2017","17622"
"Crops and livestock products","Ghana","Yield","Oranges","2017","39937.4"
"Crops and livestock products","Ghana","Production","Oranges","2017","703776.39"
"Crops and livestock products","Ghana","Area harvested","Oranges","2018","18264"
"Crops and livestock products","Ghana","Yield","Oranges","2018","38035.8"
"Crops and livestock products","Ghana","Production","Oranges","2018","694678.8"
"Crops and livestock products","Ghana","Area harvested","Oranges","2019","17742"
"Crops and livestock products","Ghana","Yield","Oranges","2019","39653.9"
"Crops and livestock products","Ghana","Production","Oranges","2019","703537.53"
"Crops and livestock products","Ghana","Area harvested","Oranges","2020","17593"
"Crops and livestock products","Ghana","Yield","Oranges","2020","40772.5"
"Crops and livestock products","Ghana","Production","Oranges","2020","717296.2"
"Crops and livestock products","Ghana","Area harvested","Oranges","2021","17866"
"Crops and livestock products","Ghana","Yield","Oranges","2021","39469.7"
"Crops and livestock products","Ghana","Production","Oranges","2021","705170.84"
"Crops and livestock products","Ghana","Area harvested","Oranges","2022","17734"
"Crops and livestock products","Ghana","Yield","Oranges","2022","39962"
"Crops and livestock products","Ghana","Production","Oranges","2022","708668.19"
"Crops and livestock products","Ghana","Area harvested","Oranges","2023","17731"
"Crops and livestock products","Ghana","Yield","Oranges","2023","40064.7"
"Crops and livestock products","Ghana","Production","Oranges","2023","710378.41"
"Crops and livestock products","Ghana","Area harvested","Oranges","2024","17777"
"Crops and livestock products","Ghana","Yield","Oranges","2024","39831.2"
"Crops and livestock products","Ghana","Production","Oranges","2024","708072.48"
"Crops and livestock products","Ghana","Area harvested","Other beans, green","2012","2600"
"Crops and livestock products","Ghana","Yield","Other beans, green","2012","10384.6"
"Crops and livestock products","Ghana","Production","Other beans, green","2012","27000"
"Crops and livestock products","Ghana","Area harvested","Other beans, green","2013","2600"
"Crops and livestock products","Ghana","Yield","Other beans, green","2013","9615.4"
"Crops and livestock products","Ghana","Production","Other beans, green","2013","25000"
"Crops and livestock products","Ghana","Area harvested","Other beans, green","2014","2500"
"Crops and livestock products","Ghana","Yield","Other beans, green","2014","9586.2"
"Crops and livestock products","Ghana","Production","Other beans, green","2014","23965.57"
"Crops and livestock products","Ghana","Area harvested","Other beans, green","2015","2393"
"Crops and livestock products","Ghana","Yield","Other beans, green","2015","10167.3"
"Crops and livestock products","Ghana","Production","Other beans, green","2015","24330.6"
"Crops and livestock products","Ghana","Area harvested","Other beans, green","2016","2498"
"Crops and livestock products","Ghana","Yield","Other beans, green","2016","9899.2"
"Crops and livestock products","Ghana","Production","Other beans, green","2016","24724.86"
"Crops and livestock products","Ghana","Area harvested","Other beans, green","2017","2464"
"Crops and livestock products","Ghana","Yield","Other beans, green","2017","9880.1"
"Crops and livestock products","Ghana","Production","Other beans, green","2017","24340.34"
"Crops and livestock products","Ghana","Area harvested","Other beans, green","2018","2476"
"Crops and livestock products","Ghana","Yield","Other beans, green","2018","9902.8"
"Crops and livestock products","Ghana","Production","Other beans, green","2018","24523.08"
"Crops and livestock products","Ghana","Area harvested","Other beans, green","2019","2498"
"Crops and livestock products","Ghana","Yield","Other beans, green","2019","10011.4"
"Crops and livestock products","Ghana","Production","Other beans, green","2019","25008.82"
"Crops and livestock products","Ghana","Area harvested","Other beans, green","2020","2525"
"Crops and livestock products","Ghana","Yield","Other beans, green","2020","10115.7"
"Crops and livestock products","Ghana","Production","Other beans, green","2020","25540.33"
"Crops and livestock products","Ghana","Area harvested","Other beans, green","2021","2560"
"Crops and livestock products","Ghana","Yield","Other beans, green","2021","9773.6"
"Crops and livestock products","Ghana","Production","Other beans, green","2021","25024.08"
"Crops and livestock products","Ghana","Area harvested","Other beans, green","2022","2570"
"Crops and livestock products","Ghana","Yield","Other beans, green","2022","9800.2"
"Crops and livestock products","Ghana","Production","Other beans, green","2022","25191.08"
"Crops and livestock products","Ghana","Area harvested","Other beans, green","2023","2578"
"Crops and livestock products","Ghana","Yield","Other beans, green","2023","9795.1"
"Crops and livestock products","Ghana","Production","Other beans, green","2023","25251.83"
"Crops and livestock products","Ghana","Area harvested","Other beans, green","2024","2585"
"Crops and livestock products","Ghana","Yield","Other beans, green","2024","9729.7"
"Crops and livestock products","Ghana","Production","Other beans, green","2024","25155.66"
"Crops and livestock products","Ghana","Area harvested","Other fruits, n.e.c.","2012","16000"
"Crops and livestock products","Ghana","Yield","Other fruits, n.e.c.","2012","4375"
"Crops and livestock products","Ghana","Production","Other fruits, n.e.c.","2012","70000"
"Crops and livestock products","Ghana","Area harvested","Other fruits, n.e.c.","2013","15800"
"Crops and livestock products","Ghana","Yield","Other fruits, n.e.c.","2013","4272.2"
"Crops and livestock products","Ghana","Production","Other fruits, n.e.c.","2013","67500"
"Crops and livestock products","Ghana","Area harvested","Other fruits, n.e.c.","2014","15900"
"Crops and livestock products","Ghana","Yield","Other fruits, n.e.c.","2014","4276.7"
"Crops and livestock products","Ghana","Production","Other fruits, n.e.c.","2014","68000"
"Crops and livestock products","Ghana","Area harvested","Other fruits, n.e.c.","2015","15695"
"Crops and livestock products","Ghana","Yield","Other fruits, n.e.c.","2015","4321.8"
"Crops and livestock products","Ghana","Production","Other fruits, n.e.c.","2015","67829.45"
"Crops and livestock products","Ghana","Area harvested","Other fruits, n.e.c.","2016","15443"
"Crops and livestock products","Ghana","Yield","Other fruits, n.e.c.","2016","4387.3"
"Crops and livestock products","Ghana","Production","Other fruits, n.e.c.","2016","67752.6"
"Crops and livestock products","Ghana","Area harvested","Other fruits, n.e.c.","2017","15184"
"Crops and livestock products","Ghana","Yield","Other fruits, n.e.c.","2017","4464.6"
"Crops and livestock products","Ghana","Production","Other fruits, n.e.c.","2017","67788.35"
"Crops and livestock products","Ghana","Area harvested","Other fruits, n.e.c.","2018","14970"
"Crops and livestock products","Ghana","Yield","Other fruits, n.e.c.","2018","4531.1"
"Crops and livestock products","Ghana","Production","Other fruits, n.e.c.","2018","67828.49"
"Crops and livestock products","Ghana","Area harvested","Other fruits, n.e.c.","2019","14798"
"Crops and livestock products","Ghana","Yield","Other fruits, n.e.c.","2019","4589.6"
"Crops and livestock products","Ghana","Production","Other fruits, n.e.c.","2019","67916.71"
"Crops and livestock products","Ghana","Area harvested","Other fruits, n.e.c.","2020","14674"
"Crops and livestock products","Ghana","Yield","Other fruits, n.e.c.","2020","4636"
"Crops and livestock products","Ghana","Production","Other fruits, n.e.c.","2020","68026.59"
"Crops and livestock products","Ghana","Area harvested","Other fruits, n.e.c.","2021","14750"
"Crops and livestock products","Ghana","Yield","Other fruits, n.e.c.","2021","4652.1"
"Crops and livestock products","Ghana","Production","Other fruits, n.e.c.","2021","68615.74"
"Crops and livestock products","Ghana","Area harvested","Other fruits, n.e.c.","2022","14683"
"Crops and livestock products","Ghana","Yield","Other fruits, n.e.c.","2022","4663.8"
"Crops and livestock products","Ghana","Production","Other fruits, n.e.c.","2022","68480.42"
"Crops and livestock products","Ghana","Area harvested","Other fruits, n.e.c.","2023","14600"
"Crops and livestock products","Ghana","Yield","Other fruits, n.e.c.","2023","4697.4"
"Crops and livestock products","Ghana","Production","Other fruits, n.e.c.","2023","68581.49"
"Crops and livestock products","Ghana","Area harvested","Other fruits, n.e.c.","2024","14517"
"Crops and livestock products","Ghana","Yield","Other fruits, n.e.c.","2024","4731"
"Crops and livestock products","Ghana","Production","Other fruits, n.e.c.","2024","68678.97"
"Crops and livestock products","Ghana","Area harvested","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2012","9282"
"Crops and livestock products","Ghana","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2012","150.3"
"Crops and livestock products","Ghana","Production","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2012","1395.34"
"Crops and livestock products","Ghana","Area harvested","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2013","9820"
"Crops and livestock products","Ghana","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2013","142.9"
"Crops and livestock products","Ghana","Production","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2013","1403.67"
"Crops and livestock products","Ghana","Area harvested","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2014","9924"
"Crops and livestock products","Ghana","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2014","143.8"
"Crops and livestock products","Ghana","Production","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2014","1426.68"
"Crops and livestock products","Ghana","Area harvested","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2015","10253"
"Crops and livestock products","Ghana","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2015","147.2"
"Crops and livestock products","Ghana","Production","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2015","1509.29"
"Crops and livestock products","Ghana","Area harvested","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2016","9999"
"Crops and livestock products","Ghana","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2016","144.7"
"Crops and livestock products","Ghana","Production","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2016","1446.55"
"Crops and livestock products","Ghana","Area harvested","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2017","9811"
"Crops and livestock products","Ghana","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2017","144"
"Crops and livestock products","Ghana","Production","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2017","1412.68"
"Crops and livestock products","Ghana","Area harvested","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2018","9662"
"Crops and livestock products","Ghana","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2018","144.1"
"Crops and livestock products","Ghana","Production","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2018","1392.03"
"Crops and livestock products","Ghana","Area harvested","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2019","9566"
"Crops and livestock products","Ghana","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2019","144"
"Crops and livestock products","Ghana","Production","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2019","1377.98"
"Crops and livestock products","Ghana","Area harvested","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2020","9512"
"Crops and livestock products","Ghana","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2020","144"
"Crops and livestock products","Ghana","Production","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2020","1369.5"
"Crops and livestock products","Ghana","Area harvested","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2021","9893"
"Crops and livestock products","Ghana","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2021","144.6"
"Crops and livestock products","Ghana","Production","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2021","1430.77"
"Crops and livestock products","Ghana","Area harvested","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2022","9813"
"Crops and livestock products","Ghana","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2022","145.7"
"Crops and livestock products","Ghana","Production","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2022","1429.6"
"Crops and livestock products","Ghana","Area harvested","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2023","9839"
"Crops and livestock products","Ghana","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2023","145.8"
"Crops and livestock products","Ghana","Production","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2023","1434.6"
"Crops and livestock products","Ghana","Area harvested","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2024","9865"
"Crops and livestock products","Ghana","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2024","145.9"
"Crops and livestock products","Ghana","Production","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2024","1439.6"
"Crops and livestock products","Ghana","Area harvested","Other oil seeds, n.e.c.","2012","200"
"Crops and livestock products","Ghana","Yield","Other oil seeds, n.e.c.","2012","1125"
"Crops and livestock products","Ghana","Production","Other oil seeds, n.e.c.","2012","225"
"Crops and livestock products","Ghana","Area harvested","Other oil seeds, n.e.c.","2013","200"
"Crops and livestock products","Ghana","Yield","Other oil seeds, n.e.c.","2013","1017.2"
"Crops and livestock products","Ghana","Production","Other oil seeds, n.e.c.","2013","203.45"
"Crops and livestock products","Ghana","Area harvested","Other oil seeds, n.e.c.","2014","200"
"Crops and livestock products","Ghana","Yield","Other oil seeds, n.e.c.","2014","1020.5"
"Crops and livestock products","Ghana","Production","Other oil seeds, n.e.c.","2014","204.1"
"Crops and livestock products","Ghana","Area harvested","Other oil seeds, n.e.c.","2015","200"
"Crops and livestock products","Ghana","Yield","Other oil seeds, n.e.c.","2015","1041.7"
"Crops and livestock products","Ghana","Production","Other oil seeds, n.e.c.","2015","208.33"
"Crops and livestock products","Ghana","Area harvested","Other oil seeds, n.e.c.","2016","200"
"Crops and livestock products","Ghana","Yield","Other oil seeds, n.e.c.","2016","1053.3"
"Crops and livestock products","Ghana","Production","Other oil seeds, n.e.c.","2016","210.67"
"Crops and livestock products","Ghana","Area harvested","Other oil seeds, n.e.c.","2017","200"
"Crops and livestock products","Ghana","Yield","Other oil seeds, n.e.c.","2017","1064.8"
"Crops and livestock products","Ghana","Production","Other oil seeds, n.e.c.","2017","212.97"
"Crops and livestock products","Ghana","Area harvested","Other oil seeds, n.e.c.","2018","200"
"Crops and livestock products","Ghana","Yield","Other oil seeds, n.e.c.","2018","1098.6"
"Crops and livestock products","Ghana","Production","Other oil seeds, n.e.c.","2018","219.71"
"Crops and livestock products","Ghana","Area harvested","Other oil seeds, n.e.c.","2019","200"
"Crops and livestock products","Ghana","Yield","Other oil seeds, n.e.c.","2019","1120.4"
"Crops and livestock products","Ghana","Production","Other oil seeds, n.e.c.","2019","224.07"
"Crops and livestock products","Ghana","Area harvested","Other oil seeds, n.e.c.","2020","200"
"Crops and livestock products","Ghana","Yield","Other oil seeds, n.e.c.","2020","1140.3"
"Crops and livestock products","Ghana","Production","Other oil seeds, n.e.c.","2020","228.05"
"Crops and livestock products","Ghana","Area harvested","Other oil seeds, n.e.c.","2021","200"
"Crops and livestock products","Ghana","Yield","Other oil seeds, n.e.c.","2021","1168.5"
"Crops and livestock products","Ghana","Production","Other oil seeds, n.e.c.","2021","233.71"
"Crops and livestock products","Ghana","Area harvested","Other oil seeds, n.e.c.","2022","198"
"Crops and livestock products","Ghana","Yield","Other oil seeds, n.e.c.","2022","1166.3"
"Crops and livestock products","Ghana","Production","Other oil seeds, n.e.c.","2022","231.1"
"Crops and livestock products","Ghana","Area harvested","Other oil seeds, n.e.c.","2023","196"
"Crops and livestock products","Ghana","Yield","Other oil seeds, n.e.c.","2023","1181.4"
"Crops and livestock products","Ghana","Production","Other oil seeds, n.e.c.","2023","231.68"
"Crops and livestock products","Ghana","Area harvested","Other oil seeds, n.e.c.","2024","194"
"Crops and livestock products","Ghana","Yield","Other oil seeds, n.e.c.","2024","1196.4"
"Crops and livestock products","Ghana","Production","Other oil seeds, n.e.c.","2024","232.7"
"Crops and livestock products","Ghana","Area harvested","Other pulses n.e.c.","2012","260000"
"Crops and livestock products","Ghana","Yield","Other pulses n.e.c.","2012","96.2"
"Crops and livestock products","Ghana","Production","Other pulses n.e.c.","2012","25000"
"Crops and livestock products","Ghana","Area harvested","Other pulses n.e.c.","2013","260000"
"Crops and livestock products","Ghana","Yield","Other pulses n.e.c.","2013","96.2"
"Crops and livestock products","Ghana","Production","Other pulses n.e.c.","2013","25000"
"Crops and livestock products","Ghana","Area harvested","Other pulses n.e.c.","2014","265747"
"Crops and livestock products","Ghana","Yield","Other pulses n.e.c.","2014","94.9"
"Crops and livestock products","Ghana","Production","Other pulses n.e.c.","2014","25227.88"
"Crops and livestock products","Ghana","Area harvested","Other pulses n.e.c.","2015","275464"
"Crops and livestock products","Ghana","Yield","Other pulses n.e.c.","2015","95.3"
"Crops and livestock products","Ghana","Production","Other pulses n.e.c.","2015","26263.8"
"Crops and livestock products","Ghana","Area harvested","Other pulses n.e.c.","2016","267070"
"Crops and livestock products","Ghana","Yield","Other pulses n.e.c.","2016","95.5"
"Crops and livestock products","Ghana","Production","Other pulses n.e.c.","2016","25497.23"
"Crops and livestock products","Ghana","Area harvested","Other pulses n.e.c.","2017","270509"
"Crops and livestock products","Ghana","Yield","Other pulses n.e.c.","2017","93.8"
"Crops and livestock products","Ghana","Production","Other pulses n.e.c.","2017","25361.79"
"Crops and livestock products","Ghana","Area harvested","Other pulses n.e.c.","2018","274083"
"Crops and livestock products","Ghana","Yield","Other pulses n.e.c.","2018","92.8"
"Crops and livestock products","Ghana","Production","Other pulses n.e.c.","2018","25442.9"
"Crops and livestock products","Ghana","Area harvested","Other pulses n.e.c.","2019","275469"
"Crops and livestock products","Ghana","Yield","Other pulses n.e.c.","2019","92.9"
"Crops and livestock products","Ghana","Production","Other pulses n.e.c.","2019","25603.37"
"Crops and livestock products","Ghana","Area harvested","Other pulses n.e.c.","2020","276916"
"Crops and livestock products","Ghana","Yield","Other pulses n.e.c.","2020","93.1"
"Crops and livestock products","Ghana","Production","Other pulses n.e.c.","2020","25783.56"
"Crops and livestock products","Ghana","Area harvested","Other pulses n.e.c.","2021","280309"
"Crops and livestock products","Ghana","Yield","Other pulses n.e.c.","2021","93.3"
"Crops and livestock products","Ghana","Production","Other pulses n.e.c.","2021","26165.39"
"Crops and livestock products","Ghana","Area harvested","Other pulses n.e.c.","2022","278999"
"Crops and livestock products","Ghana","Yield","Other pulses n.e.c.","2022","93.5"
"Crops and livestock products","Ghana","Production","Other pulses n.e.c.","2022","26086.34"
"Crops and livestock products","Ghana","Area harvested","Other pulses n.e.c.","2023","280528"
"Crops and livestock products","Ghana","Yield","Other pulses n.e.c.","2023","93.4"
"Crops and livestock products","Ghana","Production","Other pulses n.e.c.","2023","26199.74"
"Crops and livestock products","Ghana","Area harvested","Other pulses n.e.c.","2024","282061"
"Crops and livestock products","Ghana","Yield","Other pulses n.e.c.","2024","93.3"
"Crops and livestock products","Ghana","Production","Other pulses n.e.c.","2024","26313.14"
"Crops and livestock products","Ghana","Area harvested","Other vegetables, fresh n.e.c.","2012","1150"
"Crops and livestock products","Ghana","Yield","Other vegetables, fresh n.e.c.","2012","10000"
"Crops and livestock products","Ghana","Production","Other vegetables, fresh n.e.c.","2012","11500"
"Crops and livestock products","Ghana","Area harvested","Other vegetables, fresh n.e.c.","2013","1215"
"Crops and livestock products","Ghana","Yield","Other vegetables, fresh n.e.c.","2013","9193.1"
"Crops and livestock products","Ghana","Production","Other vegetables, fresh n.e.c.","2013","11170.66"
"Crops and livestock products","Ghana","Area harvested","Other vegetables, fresh n.e.c.","2014","1200"
"Crops and livestock products","Ghana","Yield","Other vegetables, fresh n.e.c.","2014","9287.9"
"Crops and livestock products","Ghana","Production","Other vegetables, fresh n.e.c.","2014","11145.44"
"Crops and livestock products","Ghana","Area harvested","Other vegetables, fresh n.e.c.","2015","1168"
"Crops and livestock products","Ghana","Yield","Other vegetables, fresh n.e.c.","2015","9540.7"
"Crops and livestock products","Ghana","Production","Other vegetables, fresh n.e.c.","2015","11139.03"
"Crops and livestock products","Ghana","Area harvested","Other vegetables, fresh n.e.c.","2016","1157"
"Crops and livestock products","Ghana","Yield","Other vegetables, fresh n.e.c.","2016","9634.5"
"Crops and livestock products","Ghana","Production","Other vegetables, fresh n.e.c.","2016","11144.79"
"Crops and livestock products","Ghana","Area harvested","Other vegetables, fresh n.e.c.","2017","1152"
"Crops and livestock products","Ghana","Yield","Other vegetables, fresh n.e.c.","2017","9701.3"
"Crops and livestock products","Ghana","Production","Other vegetables, fresh n.e.c.","2017","11173.48"
"Crops and livestock products","Ghana","Area harvested","Other vegetables, fresh n.e.c.","2018","1148"
"Crops and livestock products","Ghana","Yield","Other vegetables, fresh n.e.c.","2018","9763.4"
"Crops and livestock products","Ghana","Production","Other vegetables, fresh n.e.c.","2018","11206.15"
"Crops and livestock products","Ghana","Area harvested","Other vegetables, fresh n.e.c.","2019","1141"
"Crops and livestock products","Ghana","Yield","Other vegetables, fresh n.e.c.","2019","9857.6"
"Crops and livestock products","Ghana","Production","Other vegetables, fresh n.e.c.","2019","11245.81"
"Crops and livestock products","Ghana","Area harvested","Other vegetables, fresh n.e.c.","2020","1135"
"Crops and livestock products","Ghana","Yield","Other vegetables, fresh n.e.c.","2020","9935.3"
"Crops and livestock products","Ghana","Production","Other vegetables, fresh n.e.c.","2020","11273.01"
"Crops and livestock products","Ghana","Area harvested","Other vegetables, fresh n.e.c.","2021","1100"
"Crops and livestock products","Ghana","Yield","Other vegetables, fresh n.e.c.","2021","10062.1"
"Crops and livestock products","Ghana","Production","Other vegetables, fresh n.e.c.","2021","11069.94"
"Crops and livestock products","Ghana","Area harvested","Other vegetables, fresh n.e.c.","2022","1125"
"Crops and livestock products","Ghana","Yield","Other vegetables, fresh n.e.c.","2022","9807.3"
"Crops and livestock products","Ghana","Production","Other vegetables, fresh n.e.c.","2022","11035.24"
"Crops and livestock products","Ghana","Area harvested","Other vegetables, fresh n.e.c.","2023","1120"
"Crops and livestock products","Ghana","Yield","Other vegetables, fresh n.e.c.","2023","9823.7"
"Crops and livestock products","Ghana","Production","Other vegetables, fresh n.e.c.","2023","11002.6"
"Crops and livestock products","Ghana","Area harvested","Other vegetables, fresh n.e.c.","2024","1115"
"Crops and livestock products","Ghana","Yield","Other vegetables, fresh n.e.c.","2024","9837.5"
"Crops and livestock products","Ghana","Production","Other vegetables, fresh n.e.c.","2024","10969.96"
"Crops and livestock products","Ghana","Area harvested","Papayas","2012","1500"
"Crops and livestock products","Ghana","Yield","Papayas","2012","3333.3"
"Crops and livestock products","Ghana","Production","Papayas","2012","5000"
"Crops and livestock products","Ghana","Area harvested","Papayas","2013","1550"
"Crops and livestock products","Ghana","Yield","Papayas","2013","3450.3"
"Crops and livestock products","Ghana","Production","Papayas","2013","5348"
"Crops and livestock products","Ghana","Area harvested","Papayas","2014","1580"
"Crops and livestock products","Ghana","Yield","Papayas","2014","3519.6"
"Crops and livestock products","Ghana","Production","Papayas","2014","5561"
"Crops and livestock products","Ghana","Area harvested","Papayas","2015","1580"
"Crops and livestock products","Ghana","Yield","Papayas","2015","3519.6"
"Crops and livestock products","Ghana","Production","Papayas","2015","5561"
"Crops and livestock products","Ghana","Area harvested","Papayas","2016","1580"
"Crops and livestock products","Ghana","Yield","Papayas","2016","3519.6"
"Crops and livestock products","Ghana","Production","Papayas","2016","5561"
"Crops and livestock products","Ghana","Area harvested","Papayas","2017","1658"
"Crops and livestock products","Ghana","Yield","Papayas","2017","3463.6"
"Crops and livestock products","Ghana","Production","Papayas","2017","5744.21"
"Crops and livestock products","Ghana","Area harvested","Papayas","2018","1606"
"Crops and livestock products","Ghana","Yield","Papayas","2018","3500.4"
"Crops and livestock products","Ghana","Production","Papayas","2018","5622.07"
"Crops and livestock products","Ghana","Area harvested","Papayas","2019","1647"
"Crops and livestock products","Ghana","Yield","Papayas","2019","3500.2"
"Crops and livestock products","Ghana","Production","Papayas","2019","5765.08"
"Crops and livestock products","Ghana","Area harvested","Papayas","2020","1692"
"Crops and livestock products","Ghana","Yield","Papayas","2020","3482"
"Crops and livestock products","Ghana","Production","Papayas","2020","5890.86"
"Crops and livestock products","Ghana","Area harvested","Papayas","2021","1648"
"Crops and livestock products","Ghana","Yield","Papayas","2021","3494"
"Crops and livestock products","Ghana","Production","Papayas","2021","5759.34"
"Crops and livestock products","Ghana","Area harvested","Papayas","2022","1662"
"Crops and livestock products","Ghana","Yield","Papayas","2022","3492"
"Crops and livestock products","Ghana","Production","Papayas","2022","5805.09"
"Crops and livestock products","Ghana","Area harvested","Papayas","2023","1668"
"Crops and livestock products","Ghana","Yield","Papayas","2023","3489.3"
"Crops and livestock products","Ghana","Production","Papayas","2023","5818.43"
"Crops and livestock products","Ghana","Area harvested","Papayas","2024","1659"
"Crops and livestock products","Ghana","Yield","Papayas","2024","3491.7"
"Crops and livestock products","Ghana","Production","Papayas","2024","5794.29"
"Crops and livestock products","Ghana","Area harvested","Pepper (Piper spp.), raw","2012","5000"
"Crops and livestock products","Ghana","Yield","Pepper (Piper spp.), raw","2012","700"
"Crops and livestock products","Ghana","Production","Pepper (Piper spp.), raw","2012","3500"
"Crops and livestock products","Ghana","Area harvested","Pepper (Piper spp.), raw","2013","5270"
"Crops and livestock products","Ghana","Yield","Pepper (Piper spp.), raw","2013","676.5"
"Crops and livestock products","Ghana","Production","Pepper (Piper spp.), raw","2013","3565.19"
"Crops and livestock products","Ghana","Area harvested","Pepper (Piper spp.), raw","2014","5360"
"Crops and livestock products","Ghana","Yield","Pepper (Piper spp.), raw","2014","676.4"
"Crops and livestock products","Ghana","Production","Pepper (Piper spp.), raw","2014","3625.38"
"Crops and livestock products","Ghana","Area harvested","Pepper (Piper spp.), raw","2015","5627"
"Crops and livestock products","Ghana","Yield","Pepper (Piper spp.), raw","2015","685.6"
"Crops and livestock products","Ghana","Production","Pepper (Piper spp.), raw","2015","3857.44"
"Crops and livestock products","Ghana","Area harvested","Pepper (Piper spp.), raw","2016","5419"
"Crops and livestock products","Ghana","Yield","Pepper (Piper spp.), raw","2016","679.6"
"Crops and livestock products","Ghana","Production","Pepper (Piper spp.), raw","2016","3682.67"
"Crops and livestock products","Ghana","Area harvested","Pepper (Piper spp.), raw","2017","5451"
"Crops and livestock products","Ghana","Yield","Pepper (Piper spp.), raw","2017","683.9"
"Crops and livestock products","Ghana","Production","Pepper (Piper spp.), raw","2017","3728"
"Crops and livestock products","Ghana","Area harvested","Pepper (Piper spp.), raw","2018","5458"
"Crops and livestock products","Ghana","Yield","Pepper (Piper spp.), raw","2018","687.5"
"Crops and livestock products","Ghana","Production","Pepper (Piper spp.), raw","2018","3752.16"
"Crops and livestock products","Ghana","Area harvested","Pepper (Piper spp.), raw","2019","5509"
"Crops and livestock products","Ghana","Yield","Pepper (Piper spp.), raw","2019","687.6"
"Crops and livestock products","Ghana","Production","Pepper (Piper spp.), raw","2019","3788.16"
"Crops and livestock products","Ghana","Area harvested","Pepper (Piper spp.), raw","2020","5573"
"Crops and livestock products","Ghana","Yield","Pepper (Piper spp.), raw","2020","687.6"
"Crops and livestock products","Ghana","Production","Pepper (Piper spp.), raw","2020","3831.71"
"Crops and livestock products","Ghana","Area harvested","Pepper (Piper spp.), raw","2021","5513"
"Crops and livestock products","Ghana","Yield","Pepper (Piper spp.), raw","2021","687.5"
"Crops and livestock products","Ghana","Production","Pepper (Piper spp.), raw","2021","3790.67"
"Crops and livestock products","Ghana","Area harvested","Pepper (Piper spp.), raw","2022","5532"
